8	12
21	12
81	39
71	70
70	70
73	70
72	70
75	70
76	70
74	70
73	71
72	71
71	71
70	71
75	71
76	71
74	71
73	72
72	72
71	72
70	72
76	72
75	72
74	72
73	73
72	73
71	73
70	73
76	73
75	73
74	73
75	74
76	74
74	74
73	74
72	74
71	74
70	74
76	75
74	75
75	75
73	75
72	75
71	75
70	75
78	78
21	78
83	82
88	82
86	82
85	82
105	82
104	82
87	82
90	82
89	82
84	82
103	82
102	82
95	82
94	82
96	82
101	82
100	82
98	82
99	82
97	82
93	82
91	82
92	82
88	83
83	83
86	83
105	83
104	83
87	83
85	83
90	83
89	83
84	83
102	83
103	83
95	83
94	83
96	83
100	83
101	83
99	83
98	83
97	83
93	83
92	83
91	83
85	84
83	84
88	84
84	84
87	84
105	84
104	84
99	84
90	84
98	84
89	84
86	84
97	84
103	84
101	84
100	84
94	84
95	84
102	84
96	84
93	84
91	84
92	84
88	85
86	85
83	85
105	85
104	85
90	85
102	85
89	85
103	85
95	85
94	85
96	85
98	85
100	85
101	85
99	85
85	85
97	85
87	85
93	85
84	85
91	85
92	85
88	86
87	86
83	86
85	86
89	86
90	86
103	86
86	86
104	86
100	86
105	86
101	86
102	86
99	86
98	86
97	86
94	86
96	86
95	86
93	86
91	86
92	86
84	86
83	87
85	87
84	87
88	87
86	87
89	88
90	88
105	88
88	88
83	88
104	88
86	88
87	88
100	88
101	88
103	88
96	88
102	88
94	88
85	88
95	88
99	88
97	88
98	88
92	88
91	88
93	88
89	89
90	89
105	89
88	89
83	89
104	89
86	89
101	89
87	89
103	89
96	89
100	89
102	89
85	89
94	89
95	89
97	89
99	89
91	89
98	89
92	89
93	89
90	90
89	90
105	90
104	90
88	90
83	90
86	90
87	90
101	90
85	90
103	90
102	90
100	90
94	90
96	90
95	90
99	90
98	90
97	90
93	90
91	90
92	90
92	91
93	91
91	91
96	91
90	91
89	91
94	91
95	91
105	91
104	91
83	91
100	91
98	91
88	91
86	91
101	91
99	91
97	91
102	91
87	91
103	91
85	91
93	92
92	92
91	92
96	92
94	92
95	92
104	92
